service_id,operator_name_en,operator_name_bn,variant_no_for_operator,start_stop_raw,end_stop_raw,stop_count,service_type,time_text,image_url,current_status,source_id
SVC0106,Prattay,প্রত্যয় বাস,1,Gabtoli,Babubazar,10,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A7%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=76cacc88-a0bc-445a-b503-f719b769cdb1,needs_validation,SRC_BUS_GITHUB
SVC0107,Prochesta,প্রচেষ্টা বাস,1,Maowa,Abdullahpur,32,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9A%E0%A7%87%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=01f15ab8-c7a7-4b93-b2c2-a2c4a8a81515,needs_validation,SRC_BUS_GITHUB
SVC0108,Projapati,প্রজাপতি বাস,1,Bosila,Kamarpara,26,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9C%E0%A6%BE%E0%A6%AA%E0%A6%A4%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=09493a65-2d48-43a2-817d-efe371346bbf,needs_validation,SRC_BUS_GITHUB
SVC0109,Provati Banasree,প্রভাতী বনশ্রী বাস,1,Fulbaria,Baromi,33,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A6%BE%E0%A6%A4%E0%A7%80%20%E0%A6%AC%E0%A6%A8%E0%A6%B6%E0%A7%8D%E0%A6%B0%E0%A7%80.jpg?alt=media&token=288167cd-0862-4105-b8ce-af600553a3f8,needs_validation,SRC_BUS_GITHUB
SVC0110,Purbachol Logistics and Transport,পূর্বাচল লজিস্টিকস বাস,1,Vashantek,Chandra,16,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9A%E0%A6%B2%20%E0%A6%B2%E0%A6%9C%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A6%B8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=1919fc75-9c3b-487d-8768-5e1a703b9fa0,needs_validation,SRC_BUS_GITHUB
SVC0111,Raida Dhaka,রাইদা বাস,1,Postagola,Dia Bari,28,Sitting Service(Check System),6:00 am – 11:00 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%A6%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=7d7f7ff9-2601-44c7-b726-e90a48aeb2f6,needs_validation,SRC_BUS_GITHUB
SVC0112,Raja City Dhaka,রাজা সিটি বাস,1,Postagola,Ghatar Char,19,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%BE%20%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=ed106d16-12f5-45c2-b500-8a7189389660,needs_validation,SRC_BUS_GITHUB
SVC0113,Rajanigandha Dhaka,রজনীগন্ধা বাস,1,Chittagong Road,Mohammadpur,20,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%9C%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%A8%E0%A7%8D%E0%A6%A7%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=fcb44911-5aa2-4545-865e-93d44f63cfb4,needs_validation,SRC_BUS_GITHUB
SVC0114,Rajdhani Super Dhaka,রাজধানী বাস,1,Hemayetpur,Demra Staff Quarter,28,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%A7%E0%A6%BE%E0%A6%A8%E0%A7%80%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=42c57cea-9a3a-4463-bbf6-98becc883d27,needs_validation,SRC_BUS_GITHUB
SVC0115,Ramjan Dhaka,রমযান বাস,1,Gabtoli,Demra Staff Quarter,27,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%AE%E0%A6%AF%E0%A6%BE%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e7a293ba-c5dd-41b7-81de-70ea17c2ea25,needs_validation,SRC_BUS_GITHUB
SVC0116,Robrob Dhaka,রবরব বাস,1,Gabtoli,Banasree,18,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A6%AC%E0%A6%B0%E0%A6%AC%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e96b96fd-4230-4ddd-85ed-bacb3661dca9,needs_validation,SRC_BUS_GITHUB
SVC0117,Rupa Paribahan Dhaka,রুপা পরিবহন বাস,1,Gabtoli,Vashantek,9,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B0%E0%A7%81%E0%A6%AA%E0%A6%BE%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=6a2ad7f1-4462-4574-9ee5-bdb3a08c50d1,needs_validation,SRC_BUS_GITHUB
SVC0118,Safety Druti,সেফটি দ্রুতি বাস,1,Mirpur 12,Azimpur,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%87%E0%A6%AB%E0%A6%9F%E0%A6%BF%20%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A7%81%E0%A6%A4%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=836f0c66-263f-4045-9682-5174f39fcfbc,needs_validation,SRC_BUS_GITHUB
SVC0119,Sakalpa Transport,স্বকল্প ট্রান্সপোর্ট বাস,1,Chiriyakhana,Kamalapur,14,,5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%95%E0%A6%B2%E0%A7%8D%E0%A6%AA%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F.jpg?alt=media&token=80b36c0c-20f5-4133-b2eb-70b37813f55e,needs_validation,SRC_BUS_GITHUB
SVC0120,Salsabil,ছালছাবিল বাস,1,Postagola,Gazipur Chourasta,33,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9B%E0%A6%BE%E0%A6%B2%E0%A6%9B%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=65d283be-e3db-43c5-ba98-eb379a635b24,needs_validation,SRC_BUS_GITHUB
SVC0121,Savar Paribahan,সাভার পরিবহন বাস,1,Sadarghat,Nandan Park,26,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A6%BE%E0%A6%AD%E0%A6%BE%E0%A6%B0%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=47cd2886-5e47-4ff7-a4c4-5c293ddb41bc,needs_validation,SRC_BUS_GITHUB
SVC0122,Shadhin,স্বাধীন বাস,1,Bosila,Demra Staff Quarter,15,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%A7%E0%A7%80%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=cc96056f-87fb-4c96-b15a-e1840a756be0,needs_validation,SRC_BUS_GITHUB
SVC0123,Shadhin Express,স্বাধীন এক্সপ্রেস বাস,1,Mirpur 12,Maowa,25,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%A7%E0%A7%80%E0%A6%A8%20%E0%A6%8F%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=33038b1d-2727-4759-9351-f2545dfb307b,needs_validation,SRC_BUS_GITHUB
SVC0124,Shahria Enterprise,শাহরিয়া এন্টারপ্রাইজ বাস,1,Gabtoli,Postagola,26,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%20%E0%A6%8F%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%9C%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=a5db9840-0da5-4d0d-80b5-91c687870df8,needs_validation,SRC_BUS_GITHUB
SVC0125,Shatabdi,শতাব্দি বাস,1,Motijheel,Kamarpara,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A6%A4%E0%A6%BE%E0%A6%AC%E0%A7%8D%E0%A6%A6%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=3d4202b0-1198-4338-95ea-2b4adff0aa84,needs_validation,SRC_BUS_GITHUB
SVC0126,Shikhor Paribahan,শিকড় পরিবহন বাস,1,Mirpur 12,Jatrabari,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A6%A1%E0%A6%BC%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.png?alt=media&token=d855e36a-67b7-4582-91fd-0a140a3c9b80,needs_validation,SRC_BUS_GITHUB
SVC0127,Shikhor Paribahan,শিকড় পরিবহন বাস,2,Jatrabari,Mirpur 12,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A6%A1%E0%A6%BC%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.png?alt=media&token=d855e36a-67b7-4582-91fd-0a140a3c9b80,needs_validation,SRC_BUS_GITHUB
SVC0128,Suveccha,শুভেচ্ছা বাস,1,Chittagong Road,Chandra,34,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A7%81%E0%A6%AD%E0%A7%87%E0%A6%9A%E0%A7%8D%E0%A6%9B%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e2e59f8f-4f15-45bf-b553-4bc7b9f3772a,needs_validation,SRC_BUS_GITHUB
SVC0129,Suvojatra Bus,শুভযাত্রা বাস,1,Fulbaria,Manikganj,24,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B6%E0%A7%81%E0%A6%AD%E0%A6%AF%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=383a9b2d-86f4-49d4-b3ad-95c7ae3dcadf,needs_validation,SRC_BUS_GITHUB
SVC0130,Siam Transport,সিয়াম ট্রান্সপোর্ট বাস,1,Banasree,Nobinagar,30,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%AE%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=daa5999a-ee90-4b92-bb73-94ea0a5ee109,needs_validation,SRC_BUS_GITHUB
SVC0131,Skyline,স্কাই লাইন বাস,1,Sadarghat,Gazipur Chourasta,32,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%87%20%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=01dc0a79-410b-4de1-8685-e154daec524e,needs_validation,SRC_BUS_GITHUB
SVC0132,Super,সুপার বাস,1,Gulistan,Nobinagar,7,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%81%E0%A6%AA%E0%A6%BE%E0%A6%B0%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=379dd825-dc08-4dde-bdb1-70c340f615e2,needs_validation,SRC_BUS_GITHUB
SVC0133,Supravat,সুপ্রভাত বাস,1,Victoria Park,Tongi,31,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%81%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A6%BE%E0%A6%A4%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=f04656d1-0f8a-46b4-820f-bc5f728f0496,needs_validation,SRC_BUS_GITHUB
SVC0134,Swajan Paribahan,স্বজন পরিবহন বাস,1,Savar,Sadarghat,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%9C%E0%A6%A8%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=0cccb3e1-001b-43b9-bd31-82c3073358e0,needs_validation,SRC_BUS_GITHUB
SVC0135,Talukdar,তালুকদার বাস,1,Chiriyakhana,Chittagong Road,32,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A4%E0%A6%BE%E0%A6%B2%E0%A7%81%E0%A6%95%E0%A6%A6%E0%A6%BE%E0%A6%B0%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=47a6f67b-11b4-47d4-83ac-b8bf59884cac,needs_validation,SRC_BUS_GITHUB
SVC0136,Tanjil Paribahan,তানজিল পরিবহন বাস,1,Chiriyakhana,Sadarghat,22,,5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A6%9C%E0%A6%BF%E0%A6%B2%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=ee8b4764-6182-423d-bae6-2830b82d25fa,needs_validation,SRC_BUS_GITHUB
SVC0137,Taranga Plus,তরঙ্গ প্লাস বাস,1,Mohammadpur Bus Stand,South Banasree,20,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A4%E0%A6%B0%E0%A6%99%E0%A7%8D%E0%A6%97%20%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=42f94b22-dae5-49b6-ba94-6dfa657989ac,needs_validation,SRC_BUS_GITHUB
SVC0138,Tetulia,তেতুলিয়া বাস,1,Shia Mosque,Abdullahpur,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A4%E0%A7%87%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A6%BF%E0%A7%9F%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=d56156ae-bd7e-43d9-bc28-fae883e1422f,needs_validation,SRC_BUS_GITHUB
SVC0139,Thikana,ঠিকানা বাস,1,Sign Board,Chandra,32,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A0%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%A8%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8bccfd88-08a1-4aa0-8199-99f6ba8d58a8,needs_validation,SRC_BUS_GITHUB
SVC0140,Thikana Express,ঠিকানা এক্সপ্রেস বাস,1,Shonbari Sreenagar,Chandra,35,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A0%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%A8%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8bccfd88-08a1-4aa0-8199-99f6ba8d58a8,needs_validation,SRC_BUS_GITHUB
SVC0141,Titas,তিতাস বাস,1,Chiriyakhana,Nobinagar Chandra,5,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A6%BE%E0%A6%B8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=3c264f96-3c4f-447b-8388-243de57399ff,needs_validation,SRC_BUS_GITHUB
SVC0142,Transilva,ট্রান্সিল্ভা বাস,1,Mirpur 1,Jatrabari,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%20%E0%A6%B8%E0%A6%BF%E0%A6%B2%E0%A6%AD%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=2750a085-baf1-42a8-be07-a35440d88e71,needs_validation,SRC_BUS_GITHUB
SVC0143,Trust Transport Services,ট্রাষ্ট ট্রান্সপোর্ট বাস,1,Mirpur 10,Banani,6,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8a51cd2c-873d-4f46-b45d-1f3325ad2a3d,needs_validation,SRC_BUS_GITHUB
SVC0144,Trust Transport Services,ট্রাষ্ট ট্রান্সপোর্ট বাস,2,Mirpur 10,Shahbag,11,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8a51cd2c-873d-4f46-b45d-1f3325ad2a3d,needs_validation,SRC_BUS_GITHUB
SVC0145,Trust Transport Services,ট্রাষ্ট ট্রান্সপোর্ট বাস,3,Mirpur DOHS,Motijheel,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8a51cd2c-873d-4f46-b45d-1f3325ad2a3d,needs_validation,SRC_BUS_GITHUB
SVC0146,Trust Transport Services,ট্রস্ট ট্রান্সপোর্ট বাস এসি,4,Mirpur DOHS,Kawran Bazar,10,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8%20%E0%A6%8F%E0%A6%B8%E0%A6%BF.jpg?alt=media&token=206919a2-615d-4184-88cb-0b2d82e43294,needs_validation,SRC_BUS_GITHUB
SVC0147,Victor Classic,ভিক্টর ক্লাসিক বাস,1,Sadarghat,Diabari,30,Semi-Sitting Service(Check System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AD%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%9F%E0%A6%B0%20%E0%A6%95%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=7144d52a-d6b7-4bca-bc28-2d314d2f6d6b,needs_validation,SRC_BUS_GITHUB
SVC0148,Victor Paribahan,ভিক্টর পরিবহন বাস,1,Sadarghat,Kuril Bishwa Road,23,Semi-Sitting Service(Check System),6:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AD%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%9F%E0%A6%B0%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=9431d61e-a6db-4865-84c5-50b4e16e6ddb,needs_validation,SRC_BUS_GITHUB
SVC0149,VIP 27,ভিআইপি ২৭ বাস,1,Azimpur,Gazipur Chourasta,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AD%E0%A6%BF%E0%A6%86%E0%A6%87%E0%A6%AA%E0%A6%BF%20%E0%A7%A8%E0%A7%AD%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=6fe13164-f00b-4375-8a51-24450cb0081b,needs_validation,SRC_BUS_GITHUB
SVC0150,Welcome,ওয়েলকাম বাস,1,Nandan Park,Motijheel,25,,5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%93%E0%A7%9F%E0%A7%87%E0%A6%B2%E0%A6%95%E0%A6%BE%E0%A6%AE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=f452955c-1aad-41da-bba4-5a1b189948ec,needs_validation,SRC_BUS_GITHUB
SVC0151,Winner,উইনার বাস,1,Azimpur,Kuril Bishwa Road,24,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%89%E0%A6%87%E0%A6%A8%E0%A6%BE%E0%A6%B0%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=583e0b68-57b8-4396-af61-ac2f40e9c946,needs_validation,SRC_BUS_GITHUB
SVC0152,4 No. Alike Dhaka,৪নং বাস,1,Balughat,Motijheel,14,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A7%AA%E0%A6%A8%E0%A6%82%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=b765a3e2-b7c8-4c2f-89e6-620c33b35d61,needs_validation,SRC_BUS_GITHUB
SVC0153,6 No. Dhaka,৬নং বাস,1,Kamalapur,Notun Bazar,18,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A7%AC%E0%A6%A8%E0%A6%82%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=681e7262-27c3-4948-bcd3-535163f1a0be,needs_validation,SRC_BUS_GITHUB
SVC0154,6 No. Motijheel Banani Transport Dhaka,৬নং মতিঝিল বনানী ট্রান্সপোর্ট বাস,1,Kamalapur,Notun Bazar,18,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A7%AC%E0%A6%A8%E0%A6%82%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=681e7262-27c3-4948-bcd3-535163f1a0be,needs_validation,SRC_BUS_GITHUB
SVC0155,7 No. Dhaka,৭নং বাস,1,Gabtoli,Sadarghat,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A7%AD%E0%A6%A8%E0%A6%82%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=2eab6b2e-cc64-4fad-870c-d4e8c3af9ff1,needs_validation,SRC_BUS_GITHUB
SVC0156,8 No. Dhaka,৮নং বাস,1,Jatrabari,Gabtoli,21,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A7%AE%E0%A6%A8%E0%A6%82%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=ad9da4c7-88e3-481f-b83c-0d53d0e221d3,needs_validation,SRC_BUS_GITHUB
